Accession,Species,Length,Sequence_Type,Protein,Host,Isolation_Source,Collection_Date
QTW52453.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QTK17110.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QTG68950.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QTG68962.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QTG68974.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QTG68986.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QTG69010.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QTG69022.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QTG69034.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QTG69046.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QTG69190.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QTG69202.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QTG69334.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QTG68377.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QTG68461.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QTF80585.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QTC54026.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QTC54242.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QTC54326.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QTC54397.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QTC54409.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QTC54433.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QTC54493.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QTC54553.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QTC54577.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QTC54601.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QTC05589.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QTC05601.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QTC05613.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
UES86203.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QXY15701.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QXY18367.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QXY19217.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QXY37379.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QXY37391.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QXY37427.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QXY37439.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QXY37487.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QXY37499.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QXY37511.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QXY37535.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QXY37547.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QXY37559.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QXY37583.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QXY78168.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QXY78180.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QXY78216.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QXY78636.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QVV41084.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QVN47013.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QVN47025.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QVN47037.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QVN47049.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QVN47073.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QVN47253.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QVN47301.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QVN47397.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QVN49234.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QVN49246.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QUQ91457.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QUA34213.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QUA34414.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QUA34484.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QUA34568.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QUA34710.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QUA35377.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QUA36590.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QUA36626.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QTY33592.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QTY33998.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QTK17003.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QTK04140.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QTK04188.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QTG69058.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QTG69070.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QTG69082.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QTG69094.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QTG69106.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QTG69178.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QTG68508.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QTG35882.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QTC54624.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-05
QXY19922.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QXY21287.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QXY36940.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QXY36964.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QXY36976.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QXY36988.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QXY37023.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QXY37153.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QXY37189.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QXY37213.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QXY37225.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QXY37261.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QXY37571.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QXY37595.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QXY37619.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QXY37929.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QXY37941.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QXY37965.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QXY38576.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QVN47121.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QVN47133.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QVN47145.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QVN47157.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QVN47169.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QVN47181.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QVN47193.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QVN47205.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QVN47217.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QVN47229.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QVN47241.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QVN47265.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QVN47277.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QVN47289.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QVN47313.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QVN47325.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QVN47337.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QVN47349.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QVN47361.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QVN47373.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QVN47409.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QVN47421.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QVN47721.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
QVN47733.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-06
